ValidStrokes,DurationSeconds,DurationMinutes,DistanceMeters,AverageSpeedMetersPerSecond,AverageStrokeRate,AverageDistancePerStroke,AverageStrokeDurationSeconds,SessionScore,SessionRating,StrongestArea,StrongestAreaScore,WeakestArea,WeakestAreaScore,FatigueDetected,FatigueConfidence,FatigueConfidenceRating,FatigueStartStroke,FatigueStartTimeSeconds,FatigueStartDistanceMeters,MaximumFatigueSeverity,BaselineStartStroke,BaselineEndStroke
299,902.7,15.045,2841.4,3.1881605351170568,21.122073578595316,9.499665551839465,2.9260500757410406,70.23041958041958,Solid,Speed retention,78.1,Speed consistency,55.8,False,0.0,No confirmed decline,,,,0.0,14,98
