ValidStrokes,DurationSeconds,DurationMinutes,DistanceMeters,AverageSpeedMetersPerSecond,AverageStrokeRate,AverageDistancePerStroke,AverageStrokeDurationSeconds,SessionScore,SessionRating,StrongestArea,StrongestAreaScore,WeakestArea,WeakestAreaScore,FatigueDetected,FatigueConfidence,FatigueConfidenceRating,FatigueStartStroke,FatigueStartTimeSeconds,FatigueStartDistanceMeters,MaximumFatigueSeverity,BaselineStartStroke,BaselineEndStroke
404,1166.9,19.448333333333334,3530.3,2.966039603960396,21.823019801980198,8.739603960396039,2.834039664456988,66.95547073791349,Developing,Rhythm control,85.2,Speed consistency,62.7,True,58.8,Moderate,180,525.0,1735.9,1.0,12,96
