ValidStrokes,DurationSeconds,DurationMinutes,DistanceMeters,AverageSpeedMetersPerSecond,AverageStrokeRate,AverageDistancePerStroke,AverageStrokeDurationSeconds,SessionScore,SessionRating,StrongestArea,StrongestAreaScore,WeakestArea,WeakestAreaScore,FatigueDetected,FatigueConfidence,FatigueConfidenceRating,FatigueStartStroke,FatigueStartTimeSeconds,FatigueStartDistanceMeters,MaximumFatigueSeverity,BaselineStartStroke,BaselineEndStroke
752,2286.1,38.10166666666667,7270.9,3.223191489361702,20.50465425531915,9.655186170212765,2.9596401092331175,82.33205417607223,Strong,Speed retention,87.6,Speed consistency,67.7,True,37.6,Low,530,1594.3,5130.2,0.6840139343938734,310,394
