ValidStrokes,DurationSeconds,DurationMinutes,DistanceMeters,AverageSpeedMetersPerSecond,AverageStrokeRate,AverageDistancePerStroke,AverageStrokeDurationSeconds,SessionScore,SessionRating,StrongestArea,StrongestAreaScore,WeakestArea,WeakestAreaScore,FatigueDetected,FatigueConfidence,FatigueConfidenceRating,FatigueStartStroke,FatigueStartTimeSeconds,FatigueStartDistanceMeters,MaximumFatigueSeverity,BaselineStartStroke,BaselineEndStroke
426,1161.4,19.35666666666667,3598.5,3.1370892018779344,23.284037558685448,8.453286384976526,2.640047511176301,74.46000000000001,Solid,Speed retention,79.3,Speed consistency,56.1,False,0.0,No confirmed decline,,,,0.0,12,96
