StrokeNumber,Time,Distance,Speed,StrokeRate,DistancePerStroke,StrokeDuration,SpeedChange,RollingSpeed,RollingDistancePerStroke,RollingStrokeRate,SpeedConsistency,TimeGap,IsRowing,SessionSegment,SessionPhase,SpeedDecline,DistancePerStrokeDecline,StrokeRateChange,FatigueSignal,FatigueConfirmed,FatigueSeverity,SpeedScore,DistancePerStrokeScore,RhythmScore,ConsistencyScore,StrokeScore
90,236.3,777.8,3.25,23.5,8.6,2.5531914893617023,-0.10999999999999988,3.308,7.959999999999999,26.05,0.03705851229249954,2.6000000000000227,True,1,Rowing segment,0.008690440515432999,0.11061452513966484,0.15265486725663713,False,False,0.0,95.65477974228347,44.69273743016755,23.672566371681437,100.0,67.7
91,238.9,786.6,3.26,23.0,8.8,2.608695652173913,0.009999999999999787,3.3049999999999997,7.980000000000001,26.05,0.039791121287711236,2.5999999999999943,True,1,Rowing segment,0.00958945160323645,0.10837988826815621,0.15265486725663713,False,False,0.0,95.20527419838176,45.810055865921846,23.672566371681437,100.0,67.9
92,241.5,795.2,3.29,23.0,8.7,2.608695652173913,0.03000000000000025,3.3049999999999997,7.989999999999999,26.05,0.03979112128771123,2.5999999999999943,True,1,Rowing segment,0.00958945160323645,0.10726256983240223,0.15265486725663713,False,False,0.0,95.20527419838176,46.368715083798854,23.672566371681437,100.0,68.1
93,244.1,803.8,3.31,23.5,8.6,2.5531914893617023,0.020000000000000018,3.3049999999999997,7.9799999999999995,26.1,0.03979112128771123,2.5999999999999943,True,1,Rowing segment,0.00958945160323645,0.10837988826815641,0.15486725663716813,False,False,0.0,95.20527419838176,45.81005586592179,22.56637168141594,100.0,67.7
94,246.7,812.5,3.33,23.5,8.7,2.5531914893617023,0.020000000000000018,3.308,7.93,26.3,0.040496913462633274,2.5999999999999943,True,1,Rowing segment,0.008690440515432999,0.11396648044692734,0.16371681415929198,False,False,0.0,95.65477974228347,43.01675977653629,18.14159292035401,100.0,66.3
95,249.3,820.9,3.39,23.0,8.4,2.608695652173913,0.06000000000000005,3.318,7.95,26.25,0.047328638264796836,2.6000000000000227,True,1,Rowing segment,0.005693736889421542,0.1117318435754189,0.16150442477876098,False,False,0.0,97.1531315552892,44.13407821229054,19.247787610619515,99.85052283542528,67.3
96,251.7,829.7,3.43,23.5,8.9,2.5531914893617023,0.040000000000000036,3.3229999999999995,7.960000000000001,26.25,0.05638163609624038,2.3999999999999773,True,1,Rowing segment,0.004195385076416013,0.11061452513966463,0.16150442477876098,False,False,0.0,97.90230746179195,44.692737430167654,19.247787610619515,90.2579563753712,66.3
97,254.3,838.6,3.4,23.0,8.9,2.608695652173913,-0.03000000000000025,3.3329999999999997,8.05,25.4,0.06056218108504465,2.6000000000000227,True,1,Rowing segment,0.0011986814504045562,0.10055865921787695,0.12389380530973439,False,False,0.0,99.40065927479768,49.72067039106148,38.05309734513281,85.82824630683841,70.8
98,256.9,847.5,3.37,23.5,8.9,2.5531914893617023,-0.029999999999999805,3.339,8.7,23.25,0.06100091074001321,2.599999999999966,True,1,Rowing segment,-0.0005993407252023446,0.02793296089385475,0.02876106194690259,False,False,0.0,100.0,86.03351955307258,85.61946902654871,85.36336788185248,90.8
99,259.5,856.4,3.4,23.0,8.9,2.608695652173913,0.029999999999999805,3.343,8.74,23.25,0.06377913277693349,2.6000000000000227,True,1,Rowing segment,-0.0017980221756069008,0.023463687150837888,0.02876106194690259,False,False,0.0,100.0,88.26815642458102,85.61946902654871,82.41956075562288,91.1
100,262.1,865.3,3.41,23.5,8.9,2.5531914893617023,0.010000000000000231,3.3590000000000004,8.77,23.25,0.05762908216439856,2.6000000000000227,True,1,Rowing segment,-0.0065927479772252585,0.020111731843575387,0.02876106194690259,False,False,0.0,100.0,89.94413407821227,85.61946902654871,88.9361611494209,92.7
101,264.6,873.7,3.41,23.5,8.4,2.5531914893617023,0.0,3.374,8.73,23.3,0.047656176001762376,2.5,True,1,Rowing segment,-0.011087803416242244,0.024581005586592052,0.030973451327433597,False,False,0.0,100.0,87.70949720670396,84.5132743362832,99.50346348906105,93.3
102,267.3,882.9,3.5,23.0,9.1,2.608695652173913,0.08999999999999986,3.3950000000000005,8.77,23.3,0.05254627590144599,2.6999999999999886,True,1,Rowing segment,-0.017380881030866265,0.020111731843575387,0.030973451327433597,False,False,0.0,100.0,89.94413407821227,84.5132743362832,94.32190825648468,93.3
103,269.9,892.5,3.54,23.0,9.6,2.608695652173913,0.040000000000000036,3.418,8.87,23.25,0.06088240030309556,2.599999999999966,True,1,Rowing segment,-0.02427329937069236,0.008938547486033527,0.02876106194690259,False,False,0.0,100.0,95.53072625698321,85.61946902654871,85.48894167116613,94.1
104,272.7,901.9,3.41,21.0,9.3,2.857142857142857,-0.1299999999999999,3.4259999999999997,8.930000000000001,23.0,0.05274677451960358,2.8000000000000114,True,1,Rowing segment,-0.02667066227150134,0.002234636871508134,0.017699115044247725,False,False,0.0,100.0,98.8826815642459,91.15044247787614,94.10945970014618,97.4
105,275.3,910.3,3.26,22.0,8.5,2.727272727272727,-0.15000000000000036,3.4129999999999994,8.940000000000001,22.9,0.07424434134815894,2.6000000000000227,True,1,Rowing segment,-0.022774947557686432,0.0011173184357539678,0.013274336283185714,False,False,0.0,100.0,99.44134078212296,93.36283185840715,71.33061424233289,94.5
106,278.1,919.1,3.16,23.5,8.8,2.5531914893617023,-0.09999999999999964,3.386,8.93,22.9,0.1085459452131769,2.8000000000000114,True,1,Rowing segment,-0.014683847767455913,0.0022346368715083324,0.013274336283185714,False,False,0.0,100.0,98.88268156424577,93.36283185840715,34.98459705686696,88.9
107,280.7,927.8,3.19,21.0,8.7,2.857142857142857,0.029999999999999805,3.3649999999999998,8.91,22.7,0.12465507967543367,2.599999999999966,True,1,Rowing segment,-0.008390770152831893,0.004469273743016665,0.004424778761061852,False,False,0.0,100.0,97.76536312849164,97.78761061946908,17.91534046139671,86.6
108,283.3,936.5,3.27,23.0,8.7,2.608695652173913,0.08000000000000007,3.3549999999999995,8.89,22.65,0.1281708928648686,2.6000000000000227,True,1,Rowing segment,-0.0053940665268204365,0.006703910614524997,0.0022123893805308477,False,False,0.0,100.0,96.64804469273747,98.89380530973457,14.189980938648251,85.8
109,286.1,945.7,3.29,22.5,9.2,2.6666666666666665,0.020000000000000018,3.344,8.919999999999998,22.6,0.1285992915135136,2.8000000000000114,True,1,Rowing segment,-0.0020976925382080063,0.0033519553072626973,0.0,False,False,0.0,100.0,98.32402234636861,100.0,13.736049259326366,86.5
110,288.7,954.2,3.28,21.5,8.6,2.7906976744186047,-0.010000000000000231,3.3310000000000004,8.89,22.4,0.12775410408715251,2.599999999999966,True,1,Rowing segment,0.0017980221756066345,0.006703910614524997,0.008849557522124019,False,False,0.0,99.10098891219664,96.64804469273747,95.57522123893798,14.631610785963556,85.0
111,291.4,962.7,3.24,22.5,8.5,2.6666666666666665,-0.03999999999999959,3.314,8.9,22.3,0.1273839340995032,2.6999999999999886,True,1,Rowing segment,0.006892418339826098,0.005586592178770831,0.013274336283185872,False,False,0.0,96.55379083008691,97.20670391061458,93.36283185840706,15.023843312045738,84.1
112,294.3,971.6,3.25,23.0,8.9,2.608695652173913,0.009999999999999787,3.289,8.879999999999999,22.3,0.11019679366176342,2.900000000000034,True,1,Rowing segment,0.01438417740485454,0.007821229050279361,0.013274336283185872,False,False,0.0,92.8079112975727,96.08938547486028,93.36283185840706,33.235356224891824,85.1
113,297.3,981.4,3.27,20.0,9.8,3.0,0.020000000000000018,3.2620000000000005,8.9,22.0,0.06613118276073174,3.0,True,1,Rowing segment,0.022475277195085196,0.005586592178770831,0.026548672566371743,False,False,0.0,88.76236140245734,97.20670391061458,86.72566371681413,79.92732600564987,90.1
114,299.7,989.9,3.27,23.5,8.5,2.5531914893617023,0.0,3.2479999999999998,8.819999999999999,22.25,0.04157990967870038,2.3999999999999773,True,1,Rowing segment,0.02667066227150134,0.014525139664804558,0.015486725663716876,False,False,0.0,86.66466886424928,92.73743016759771,92.25663716814157,100.0,91.6
115,302.3,998.6,3.26,23.5,8.6,2.5531914893617023,-0.010000000000000231,3.2479999999999998,8.83,22.4,0.04157990967870038,2.6000000000000227,True,1,Rowing segment,0.02667066227150134,0.013407821229050192,0.008849557522124019,False,False,0.0,86.66466886424928,93.2960893854749,95.57522123893798,100.0,92.3
116,304.9,1007.3,3.3,23.0,8.8,2.608695652173913,0.040000000000000036,3.2619999999999996,8.83,22.35,0.03084008934992037,2.599999999999966,True,1,Rowing segment,0.02247527719508546,0.013407821229050192,0.011061946902654867,False,False,0.0,88.76236140245724,93.2960893854749,94.46902654867256,100.0,92.9
117,307.5,1015.9,3.32,22.5,8.6,2.6666666666666665,0.020000000000000018,3.275,8.819999999999999,22.5,0.023687784005918432,2.6000000000000227,True,1,Rowing segment,0.018579562481270552,0.014525139664804558,0.004424778761062009,False,False,0.0,90.7102187593647,92.73743016759771,97.78761061946899,100.0,93.9
118,310.3,1025.0,3.26,20.5,9.1,2.926829268292683,-0.06000000000000005,3.2739999999999996,8.860000000000001,22.25,0.024129281427803833,2.8000000000000114,True,1,Rowing segment,0.01887923284387179,0.010055865921787496,0.015486725663716876,False,False,0.0,90.56038357806405,94.97206703910621,92.25663716814157,100.0,93.8
119,313.1,1033.9,3.2,23.0,8.9,2.608695652173913,-0.05999999999999961,3.2649999999999997,8.830000000000002,22.3,0.03274480450731337,2.8000000000000114,True,1,Rowing segment,0.02157626610728201,0.013407821229049995,0.013274336283185872,False,False,0.0,89.21186694635895,93.29608938547496,93.36283185840706,100.0,92.9
120,315.7,1042.4,3.22,23.0,8.5,2.608695652173913,0.020000000000000018,3.2589999999999995,8.819999999999999,22.45,0.03510302297840142,2.599999999999966,True,1,Rowing segment,0.02337428828288891,0.014525139664804558,0.006637168141593014,False,False,0.0,88.31285585855554,92.73743016759771,96.6814159292035,100.0,92.9
121,318.3,1050.5,3.29,23.5,8.1,2.5531914893617023,0.06999999999999984,3.2640000000000002,8.78,22.55,0.03565264521898845,2.6000000000000227,True,1,Rowing segment,0.021875936469882982,0.018994413407821223,0.0022123893805310046,False,False,0.0,89.06203176505849,90.50279329608934,98.89380530973449,100.0,92.7
122,320.7,1059.3,3.39,23.0,8.8,2.608695652173913,0.10000000000000009,3.278,8.77,22.55,0.05287301349039499,2.3999999999999773,True,1,Rowing segment,0.017680551393467102,0.020111731843575387,0.0022123893805310046,False,False,0.0,91.1597243032664,89.94413407821227,98.89380530973449,93.97569674783888,92.3
123,323.9,1070.0,3.38,19.5,10.6,3.076923076923077,-0.010000000000000231,3.289,8.85,22.5,0.06172519744804321,3.1999999999999886,True,1,Rowing segment,0.01438417740485454,0.01117318435754186,0.004424778761062009,False,False,0.0,92.8079112975727,94.41340782122903,97.78761061946899,84.59591288934381,92.9
124,326.5,1078.4,3.26,23.0,8.4,2.608695652173913,-0.1200000000000001,3.2880000000000003,8.84,22.45,0.06214677966091361,2.6000000000000227,True,1,Rowing segment,0.014683847767455646,0.012290502793296026,0.006637168141593014,False,False,0.0,92.65807611627213,93.85474860335196,96.6814159292035,84.14920391286644,92.4
125,329.1,1087.2,3.24,23.5,8.9,2.5531914893617023,-0.019999999999999574,3.286,8.870000000000001,22.45,0.06345602151621695,2.6000000000000227,True,1,Rowing segment,0.01528318849265799,0.00893854748603333,0.006637168141593014,False,False,0.0,92.358405753671,95.53072625698334,96.6814159292035,82.76192980288477,92.7
126,331.7,1096.7,3.44,23.0,9.4,2.608695652173913,0.19999999999999973,3.3,8.93,22.45,0.08013876853447481,2.599999999999966,True,1,Rowing segment,0.01108780341624211,0.0022346368715083324,0.006637168141593014,False,False,0.0,94.45609829187889,98.88268156424577,96.6814159292035,65.0848727121299,91.9
127,334.1,1105.0,3.52,23.5,8.4,2.5531914893617023,0.08000000000000007,3.3199999999999994,8.91,22.55,0.10635370755695829,2.400000000000034,True,1,Rowing segment,0.005094396164219464,0.004469273743016665,0.0022123893805310046,False,False,0.0,97.45280191789024,97.76536312849164,98.89380530973449,37.30749448875081,88.8
128,337.1,1114.8,3.39,23.0,9.7,2.608695652173913,-0.1299999999999999,3.3329999999999997,8.97,22.8,0.10614978934400983,3.0,True,1,Rowing segment,0.0011986814504045562,-0.002234636871508531,0.008849557522123862,False,False,0.0,99.40065927479768,100.0,95.57522123893807,37.523566451491085,89.8
129,339.6,1122.7,3.29,21.5,7.9,2.7906976744186047,-0.10000000000000009,3.342,8.870000000000001,22.65,0.09704523572941468,2.5,True,1,Rowing segment,-0.001498351813005795,0.00893854748603333,0.0022123893805308477,False,False,0.0,100.0,95.53072625698334,98.89380530973457,47.17076147608148,90.3
130,342.4,1130.9,3.2,22.0,8.2,2.727272727272727,-0.08999999999999986,3.34,8.84,22.55,0.09999999999999941,2.7999999999999545,True,1,Rowing segment,-0.0008990110878034504,0.012290502793296026,0.0022123893805310046,False,False,0.0,100.0,93.85474860335196,98.89380530973449,44.03989000487316,89.3
131,344.9,1139.9,3.23,23.0,9.0,2.608695652173913,0.029999999999999805,3.3340000000000005,8.93,22.5,0.10500793620801498,2.5,True,1,Rowing segment,0.0008990110878031842,0.0022346368715083324,0.004424778761062009,False,False,0.0,99.55049445609838,98.88268156424577,97.78761061946899,38.73347529037405,89.9
132,347.5,1148.5,3.28,22.5,8.6,2.6666666666666665,0.04999999999999982,3.3229999999999995,8.91,22.45,0.1042486344168481,2.6000000000000227,True,1,Rowing segment,0.004195385076416013,0.004469273743016665,0.006637168141593014,False,False,0.0,97.90230746179195,97.76536312849164,96.6814159292035,39.538032303489445,88.9
133,350.3,1157.6,3.24,22.0,9.1,2.727272727272727,-0.03999999999999959,3.309,8.760000000000002,22.7,0.10514011814927873,2.8000000000000114,True,1,Rowing segment,0.00839077015283176,0.021229050279329358,0.004424778761061852,False,False,0.0,95.80461492358411,89.38547486033531,97.78761061946908,38.59341516001729,85.3
134,353.3,1167.2,3.2,19.5,9.6,3.076923076923077,-0.040000000000000036,3.303,8.879999999999999,22.35,0.1098534377148827,3.0,True,1,Rowing segment,0.01018879232843866,0.007821229050279361,0.011061946902654867,False,False,0.0,94.90560383578067,96.08938547486028,94.46902654867256,33.59917656388145,86.1
135,355.9,1175.3,3.12,23.0,8.1,2.608695652173913,-0.08000000000000007,3.2910000000000004,8.8,22.3,0.12323870243465566,2.599999999999966,True,1,Rowing segment,0.013784836679652196,0.016759776536312693,0.013274336283185872,False,False,0.0,93.10758166017386,91.62011173184364,93.36283185840706,19.416135343671037,81.6
136,358.7,1184.3,3.11,21.5,8.9,2.7906976744186047,-0.010000000000000231,3.258,8.75,22.15,0.12308984974851056,2.8000000000000114,True,1,Rowing segment,0.023673958645489886,0.02234636871508372,0.019911504424778886,False,False,0.0,88.16302067725502,88.82681564245809,90.04424778761056,19.573859813641082,78.4
137,361.3,1192.6,3.17,22.5,8.4,2.6666666666666665,0.06000000000000005,3.223,8.75,22.05,0.08380532998164905,2.6000000000000227,True,1,Rowing segment,0.03416242133652978,0.02234636871508372,0.02433628318584074,False,False,0.0,82.91878933173507,88.82681564245809,87.83185840707964,61.19978016966513,82.5
138,364.1,1201.6,3.19,21.5,9.0,2.7906976744186047,0.020000000000000018,3.2030000000000003,8.68,21.9,0.060009258544918204,2.8000000000000114,True,1,Rowing segment,0.040155828588552434,0.030167597765363083,0.030973451327433753,False,False,0.0,79.92208570572377,84.91620111731845,84.51327433628313,86.41412363854425,83.3
139,366.9,1210.7,3.22,22.0,9.1,2.727272727272727,0.03000000000000025,3.196,8.8,21.95,0.052323778320926856,2.7999999999999545,True,1,Rowing segment,0.04225352112676044,0.016759776536312693,0.028761061946902748,False,False,0.0,78.87323943661978,91.62011173184364,85.61946902654863,94.55766693753924,86.7
140,369.6,1219.3,3.24,21.5,8.6,2.7906976744186047,0.020000000000000018,3.2,8.84,21.9,0.054160256030903874,2.7000000000000455,True,1,Rowing segment,0.041054839676355884,0.012290502793296026,0.030973451327433753,False,False,0.0,79.47258016182201,93.85474860335196,84.51327433628313,92.6117331360116,87.2
141,372.3,1227.9,3.27,23.0,8.6,2.608695652173913,0.029999999999999805,3.2039999999999997,8.8,21.9,0.05796550698475545,2.6999999999999886,True,1,Rowing segment,0.03985615822595146,0.016759776536312693,0.030973451327433753,False,False,0.0,80.07192088702425,91.62011173184364,84.51327433628313,88.57968503971983,86.1
142,374.9,1236.8,3.29,22.5,8.9,2.6666666666666665,0.020000000000000018,3.2049999999999996,8.830000000000002,21.9,0.05948856099191364,2.599999999999966,True,1,Rowing segment,0.03955648786335035,0.013407821229049995,0.030973451327433753,False,False,0.0,80.22175606832481,93.29608938547496,84.51327433628313,86.96585533844981,86.5
143,377.5,1245.2,3.25,23.0,8.4,2.608695652173913,-0.040000000000000036,3.2060000000000004,8.76,22.0,0.060221812216724326,2.6000000000000227,True,1,Rowing segment,0.03925681750074898,0.021229050279329555,0.026548672566371743,False,False,0.0,80.37159124962551,89.38547486033521,86.72566371681413,86.1889015340998,85.4
144,380.1,1253.8,3.2,23.0,8.6,2.608695652173913,-0.04999999999999982,3.2060000000000004,8.66,22.35,0.060221812216724326,2.6000000000000227,True,1,Rowing segment,0.03925681750074898,0.03240223463687142,0.011061946902654867,False,False,0.0,80.37159124962551,83.79888268156425,94.46902654867256,86.1889015340998,84.6
145,382.7,1262.3,3.23,23.5,8.5,2.5531914893617023,0.029999999999999805,3.217,8.7,22.4,0.052291915670055616,2.599999999999966,True,1,Rowing segment,0.03596044351213655,0.02793296089385475,0.008849557522124019,False,False,0.0,82.0197782439317,86.03351955307258,95.57522123893798,94.59142863744977,87.3
146,385.5,1271.1,3.21,22.5,8.8,2.6666666666666665,-0.020000000000000018,3.2270000000000003,8.690000000000001,22.5,0.036832956257493735,2.8000000000000114,True,1,Rowing segment,0.032963739886125096,0.029050279329608717,0.004424778761062009,False,False,0.0,83.51813005693742,85.47486033519563,97.78761061946899,100.0,88.8
147,387.9,1279.0,3.18,23.5,8.0,2.5531914893617023,-0.029999999999999805,3.228,8.65,22.6,0.03521363372331488,2.3999999999999773,True,1,Rowing segment,0.03266406952352399,0.03351955307262558,0.0,False,False,0.0,83.66796523823798,83.24022346368719,100.0,100.0,88.4
148,390.6,1287.6,3.23,22.5,8.6,2.6666666666666665,0.04999999999999982,3.232,8.61,22.7,0.03259175083087762,2.7000000000000455,True,1,Rowing segment,0.03146538807311943,0.037988826815642446,0.004424778761061852,False,False,0.0,84.2673059634403,81.00558659217876,97.78761061946908,100.0,87.5
149,393.6,1297.3,3.25,20.0,9.6,3.0,0.020000000000000018,3.2350000000000003,8.66,22.5,0.03274480450731108,3.0,True,1,Rowing segment,0.03056637698531598,0.03240223463687142,0.004424778761062009,False,False,0.0,84.716811507342,83.79888268156425,97.78761061946899,100.0,88.6
150,396.3,1305.5,3.19,23.0,8.2,2.608695652173913,-0.06000000000000005,3.2300000000000004,8.62,22.65,0.03559026084010138,2.6999999999999886,True,1,Rowing segment,0.032064728798321646,0.03687150837988828,0.0022123893805308477,False,False,0.0,83.96763560083913,81.56424581005584,98.89380530973457,100.0,87.8
151,398.9,1314.4,3.18,23.0,8.9,2.608695652173913,-0.009999999999999787,3.221,8.65,22.65,0.035730472522294374,2.599999999999966,True,1,Rowing segment,0.034761762061731996,0.03351955307262558,0.0022123893805308477,False,False,0.0,82.61911896913398,83.24022346368719,98.89380530973457,100.0,87.9
152,401.5,1322.7,3.17,22.5,8.3,2.6666666666666665,-0.010000000000000231,3.2089999999999996,8.59,22.65,0.029608557321598977,2.6000000000000227,True,1,Rowing segment,0.0383578064129458,0.040223463687150775,0.0022123893805308477,False,False,0.0,80.82109679352706,79.88826815642457,98.89380530973457,100.0,86.1
153,404.1,1330.9,3.08,23.0,8.2,2.608695652173913,-0.08999999999999986,3.1919999999999997,8.57,22.65,0.04709328803319526,2.6000000000000227,True,1,Rowing segment,0.04345220257716513,0.04245810055865911,0.0022123893805308477,False,False,0.0,78.27389871141743,78.77094972067044,98.89380530973457,100.0,84.8
154,406.9,1339.7,3.11,22.5,8.9,2.6666666666666665,0.029999999999999805,3.183,8.6,22.6,0.05355163655554778,2.7999999999999545,True,1,Rowing segment,0.04614923584057534,0.039106145251396614,0.0,False,False,0.0,76.92538207971228,80.44692737430164,100.0,93.25662700155068,84.1
155,409.5,1348.3,3.23,23.0,8.6,2.608695652173913,0.1200000000000001,3.183,8.61,22.55,0.05355163655554778,2.6000000000000227,True,1,Rowing segment,0.04614923584057534,0.037988826815642446,0.0022123893805310046,False,False,0.0,76.92538207971228,81.00558659217876,98.89380530973449,93.25662700155068,84.1
156,412.1,1356.8,3.26,23.0,8.5,2.608695652173913,0.029999999999999805,3.1879999999999997,8.58,22.6,0.05846176338238084,2.6000000000000227,True,1,Rowing segment,0.044650884027569684,0.04134078212290494,0.0,False,False,0.0,77.67455798621513,79.32960893854751,100.0,88.0538512149381,83.2
157,414.6,1364.8,3.23,23.5,8.0,2.5531914893617023,-0.029999999999999805,3.193,8.58,22.6,0.05982381539895798,2.5,True,1,Rowing segment,0.04315253221456389,0.04134078212290494,0.0,False,False,0.0,78.423733892718,79.32960893854751,100.0,86.61061939998213,83.2
158,417.3,1373.5,3.31,22.0,8.7,2.727272727272727,0.08000000000000007,3.2010000000000005,8.59,22.55,0.06983313444681104,2.6999999999999886,True,1,Rowing segment,0.04075516931375464,0.040223463687150775,0.0022123893805310046,False,False,0.0,79.62241534312264,79.88826815642457,98.89380530973449,76.00473392711378,82.1
159,419.7,1382.1,3.38,23.5,8.6,2.5531914893617023,0.06999999999999984,3.214,8.489999999999998,22.9,0.08934328302800358,2.3999999999999773,True,1,Rowing segment,0.03685945459994,0.051396648044692836,0.013274336283185714,False,False,0.0,81.57027270002996,74.30167597765357,93.36283185840715,55.33175903026935,76.9
160,422.7,1391.6,3.33,22.5,9.4,2.6666666666666665,-0.04999999999999982,3.228,8.610000000000001,22.85,0.09589345939924837,3.0,True,1,Rowing segment,0.03266406952352399,0.037988826815642245,0.011061946902654867,False,False,0.0,83.66796523823798,81.00558659217889,94.46902654867256,48.391184942423536,79.1
161,425.1,1399.3,3.21,23.0,7.8,2.608695652173913,-0.1200000000000001,3.2310000000000003,8.5,22.85,0.09468661761598257,2.400000000000034,True,1,Rowing segment,0.031765058435720535,0.050279329608938474,0.011061946902654867,False,False,0.0,84.1174707821397,74.86033519553075,94.46902654867256,49.66995582343914,77.3
162,427.9,1408.1,3.15,20.5,8.8,2.926829268292683,-0.06000000000000005,3.229,8.55,22.65,0.09631545393479912,2.7999999999999545,True,1,Rowing segment,0.03236439916092288,0.04469273743016744,0.0022123893805308477,False,False,0.0,83.8178004195385,77.65363128491626,98.89380530973457,47.94403906838052,78.5
163,430.5,1416.2,3.13,23.5,8.1,2.5531914893617023,-0.020000000000000018,3.2340000000000004,8.540000000000001,22.7,0.08871928263410868,2.6000000000000227,True,1,Rowing segment,0.030866047347917088,0.04581005586592161,0.004424778761061852,False,False,0.0,84.56697632604143,77.09497206703918,97.78761061946908,55.99295053401042,79.6
164,433.1,1424.5,3.16,23.5,8.3,2.5531914893617023,0.03000000000000025,3.239,8.48,22.8,0.08211780156173856,2.6000000000000227,True,1,Rowing segment,0.02936769553491156,0.0525139664804468,0.008849557522123862,False,False,0.0,85.31615223254417,73.74301675977657,95.57522123893807,62.98788713960132,79.5
165,435.7,1433.2,3.28,22.5,8.8,2.6666666666666665,0.11999999999999966,3.2439999999999998,8.5,22.75,0.0830261003138957,2.599999999999966,True,1,Rowing segment,0.027869343721905897,0.050279329608938474,0.006637168141592857,False,False,0.0,86.06532813904704,74.86033519553075,96.68141592920357,62.025452782731236,80.1
166,438.5,1441.9,3.37,22.0,8.7,2.727272727272727,0.0900000000000003,3.255,8.52,22.65,0.09216531041798856,2.8000000000000114,True,1,Rowing segment,0.024572969733293336,0.04804469273743014,0.0022123893805308477,False,False,0.0,87.71351513335328,75.97765363128488,98.89380530973457,52.341535703748654,80.0
167,441.4,1451.1,3.41,22.5,9.2,2.6666666666666665,0.040000000000000036,3.2729999999999997,8.64,22.55,0.10360716405946166,2.8999999999999773,True,1,Rowing segment,0.0191789032064729,0.03463687150837975,0.0022123893805310046,False,False,0.0,90.41054839676353,82.68156424581008,98.89380530973449,40.217734999762264,81.4
168,443.7,1459.8,3.41,23.5,8.8,2.5531914893617023,0.0,3.283,8.65,22.7,0.11205653335110109,2.3000000000000114,True,1,Rowing segment,0.01618219958046144,0.03351955307262558,0.004424778761061852,False,False,0.0,91.90890020976926,83.24022346368719,97.78761061946908,31.264774004446583,80.7
169,446.1,1468.3,3.4,23.5,8.5,2.5531914893617023,-0.010000000000000231,3.285,8.64,22.7,0.1141392911217585,2.400000000000034,True,1,Rowing segment,0.015582858855259096,0.03463687150837975,0.004424778761061852,False,False,0.0,92.20857057237042,82.68156424581008,97.78761061946908,29.05788157972595,80.2
170,448.9,1477.7,3.4,23.0,9.4,2.608695652173913,0.0,3.2920000000000003,8.64,22.75,0.11923832344417432,2.7999999999999545,True,1,Rowing segment,0.01348516631705109,0.03463687150837975,0.006637168141592857,False,False,0.0,93.25741684147442,82.68156424581008,96.68141592920357,23.654941322207044,79.6
171,451.3,1486.1,3.41,23.5,8.4,2.5531914893617023,0.010000000000000231,3.312,8.7,22.8,0.12072006185109861,2.400000000000034,True,1,Rowing segment,0.0074917590650284424,0.02793296089385475,0.008849557522123862,False,False,0.0,96.25412046748576,86.03351955307258,95.57522123893807,22.084889676389995,81.4
172,453.9,1495.3,3.49,23.5,9.3,2.5531914893617023,0.08000000000000007,3.346,8.75,23.1,0.11786998487033518,2.599999999999966,True,1,Rowing segment,-0.002697033263410351,0.02234636871508372,0.022123893805309734,False,False,0.0,100.0,88.82681564245809,88.93805309734513,25.10483438015274,83.2
173,456.5,1504.2,3.57,23.0,8.9,2.608695652173913,0.07999999999999963,3.3899999999999997,8.83,23.05,0.11015141094572044,2.6000000000000227,True,1,Rowing segment,-0.015882529217860337,0.013407821229050192,0.01991150442477873,False,False,0.0,100.0,93.2960893854749,90.04424778761063,33.28344380072976,86.2
174,459.4,1513.7,3.57,23.0,9.5,2.608695652173913,0.0,3.431,8.95,23.0,0.08937436868463676,2.8999999999999773,True,1,Rowing segment,-0.028169014084507137,0.0,0.017699115044247725,False,False,0.0,100.0,99.99999999999997,91.15044247787614,55.29882063430813,92.0
175,461.3,1521.2,3.34,38.0,7.5,1.5789473684210527,-0.22999999999999998,3.437,8.82,24.55,0.07958922316773821,1.900000000000034,True,1,Rowing segment,-0.029967036260113905,0.014525139664804359,0.08628318584070793,False,False,0.0,100.0,92.73743016759776,56.858407079646035,65.66717158719712,85.8
176,462.4,1523.9,3.37,38.0,2.6,1.5789473684210527,0.03000000000000025,3.4370000000000003,8.209999999999999,26.15,0.07958922316773821,1.099999999999966,True,1,Rowing segment,-0.029967036260114037,0.08268156424581008,0.15707964601769897,False,False,0.0,100.0,58.65921787709494,21.460176991150515,65.66717158719712,68.6
177,464.9,1533.1,3.5,23.0,9.2,2.608695652173913,0.1299999999999999,3.446,8.209999999999999,26.2,0.08126773310757489,2.5,True,1,Rowing segment,-0.032664069523524256,0.08268156424581008,0.15929203539822998,False,False,0.0,100.0,58.65921787709494,20.353982300885022,63.88862060866703,68.2
178,467.5,1542.0,3.36,23.0,8.9,2.608695652173913,-0.14000000000000012,3.4410000000000003,8.22,26.15,0.08517302650748085,2.6000000000000227,True,1,Rowing segment,-0.031165717710518594,0.08156424581005572,0.15707964601769897,False,False,0.0,100.0,59.21787709497211,21.460176991150515,59.75056742649423,67.9
