ValidStrokes,DurationSeconds,DurationMinutes,DistanceMeters,AverageSpeedMetersPerSecond,AverageStrokeRate,AverageDistancePerStroke,AverageStrokeDurationSeconds,SessionScore,SessionRating,StrongestArea,StrongestAreaScore,WeakestArea,WeakestAreaScore,FatigueDetected,FatigueConfidence,FatigueConfidenceRating,FatigueStartStroke,FatigueStartTimeSeconds,FatigueStartDistanceMeters,MaximumFatigueSeverity,BaselineStartStroke,BaselineEndStroke
238,731.9,12.198333333333332,2561.9,3.4756302521008404,19.922268907563026,10.765546218487396,3.034600131842463,87.84361233480176,Strong,Rhythm control,92.6,Speed retention,83.8,False,0.0,No confirmed decline,,,,0.0,12,96
