StrokeNumber,Time,Distance,Speed,StrokeRate,DistancePerStroke,StrokeDuration,SpeedChange,RollingSpeed,RollingDistancePerStroke,RollingStrokeRate,SpeedConsistency,TimeGap,IsRowing,SessionSegment,SessionPhase,SpeedDecline,DistancePerStrokeDecline,StrokeRateChange,FatigueSignal,FatigueConfirmed,FatigueSeverity,SpeedScore,DistancePerStrokeScore,RhythmScore,ConsistencyScore,StrokeScore
1,2.4,2.1,0.62,24.5,2.1,2.4489795918367347,,,,,,0.0,False,,Transition/Cooldown,,,,False,False,0.0,,,,100.0,
2,3.4,3.9,1.47,37.5,1.9,1.6,0.85,,,,,1.0,True,1,Rowing segment,,,,False,False,0.0,,,,100.0,
3,6.8,13.8,2.37,18.5,9.9,3.2432432432432434,0.9000000000000001,,,,,3.4,True,1,Rowing segment,,,,False,False,0.0,,,,100.0,
4,10.0,24.8,3.02,19.0,11.0,3.1578947368421053,0.6499999999999999,,,,,3.2,True,1,Rowing segment,,,,False,False,0.0,,,,100.0,
5,13.0,35.2,3.44,19.5,10.4,3.076923076923077,0.41999999999999993,2.184,7.06,23.8,1.1474885620344981,3.0,True,1,Rowing segment,0.40571428571428564,0.36907953529937454,0.19899244332493699,False,False,0.0,0.0,0.0,0.503778337531513,0.0,0.1
6,16.2,47.0,3.58,19.5,11.9,3.076923076923077,0.14000000000000012,2.4166666666666665,7.866666666666667,23.083333333333332,1.1739619528190286,3.1999999999999993,True,1,Rowing segment,0.34240362811791386,0.2969913613345249,0.16288832913518037,False,False,0.0,0.0,0.0,18.55583543240982,0.0,2.8
7,19.2,57.9,3.65,19.5,10.9,3.076923076923077,0.06999999999999984,2.5928571428571425,8.3,22.571428571428573,1.168670388172164,3.0,True,1,Rowing segment,0.29446064139941697,0.25826630920464705,0.1370996761424973,False,False,0.0,0.0,0.0,31.450161928751353,0.0,4.7
8,22.4,69.8,3.68,19.5,11.8,3.076923076923077,0.03000000000000025,2.72875,8.7375,22.1875,1.1482214507663582,3.1999999999999993,True,1,Rowing segment,0.2574829931972789,0.21916890080428958,0.11775818639798481,False,False,0.0,0.0,0.0,41.12090680100759,0.0,6.2
9,25.4,81.3,3.77,19.5,11.6,3.076923076923077,0.08999999999999986,2.8444444444444446,9.055555555555555,21.88888888888889,1.1287505383288985,3.0,True,1,Rowing segment,0.22600151171579735,0.1907457054910139,0.10271480548558629,False,False,0.0,0.0,4.627147254493035,48.642597257206866,0.0,8.9
10,28.4,92.6,3.76,19.5,11.3,3.076923076923077,-0.010000000000000231,2.936,9.28,21.65,1.1028770456301003,3.0,True,1,Rowing segment,0.20108843537414964,0.17068811438784645,0.09068010075566736,False,False,0.0,0.0,14.655942806076737,54.659949622166316,0.0,13.3
11,31.4,105.4,3.91,19.5,12.7,3.076923076923077,0.15000000000000036,3.2649999999999997,10.34,21.15,0.7781352353186721,3.0,True,1,Rowing segment,0.11156462585034017,0.07596067917783747,0.06549118387909306,False,False,0.0,44.21768707482987,62.019660411081254,67.25440806045347,0.0,47.3
12,34.6,117.2,3.98,20.0,11.8,3.0,0.06999999999999984,3.5159999999999996,11.33,19.4,0.4840385659566128,3.200000000000003,True,1,Rowing segment,0.04326530612244905,-0.012511170688114278,0.022670025188917017,False,False,0.0,78.36734693877546,100.0,88.6649874055415,0.0,75.7
13,37.6,128.6,3.83,20.0,11.4,3.0,-0.1499999999999999,3.6620000000000004,11.48,19.55,0.27502727137504174,3.0,True,1,Rowing segment,0.0035374149659862467,-0.025915996425379725,0.015113350125944619,False,False,0.0,98.23129251700685,100.0,92.4433249370277,0.0,83.2
14,40.6,140.2,3.86,19.5,11.7,3.076923076923077,0.029999999999999805,3.746,11.55,19.6,0.16235762994082165,3.0,True,1,Rowing segment,-0.01931972789115651,-0.03217158176943694,0.012594458438287152,False,False,0.0,100.0,100.0,93.70277078085643,22.369749229130107,87.4
15,43.6,152.0,3.86,20.0,11.8,3.0,0.0,3.7880000000000003,11.690000000000001,19.65,0.12425779653607545,3.0,True,1,Rowing segment,-0.03074829931972801,-0.04468275245755138,0.010075566750629865,False,False,0.0,100.0,100.0,94.96221662468507,52.32024366261342,92.1
16,46.6,163.5,3.82,20.0,11.4,3.0,-0.040000000000000036,3.812,11.64,19.7,0.10053191864610642,3.0,True,1,Rowing segment,-0.03727891156462586,-0.040214477211796176,0.007556675062972399,False,False,0.0,100.0,100.0,96.2216624685138,70.97129040405406,95.1
17,50.0,176.1,3.83,19.0,12.6,3.1578947368421053,0.010000000000000231,3.8299999999999996,11.809999999999999,19.65,0.08286535263104432,3.3999999999999986,True,1,Rowing segment,-0.04217687074829927,-0.05540661304736348,0.010075566750629865,False,False,0.0,100.0,100.0,94.96221662468507,84.85907782485073,97.0
18,53.0,188.0,3.87,19.0,11.9,3.1578947368421053,0.040000000000000036,3.8489999999999993,11.82,19.6,0.06436872946807293,3.0,True,1,Rowing segment,-0.047346938775510064,-0.05630026809651465,0.012594458438287152,False,False,0.0,100.0,100.0,93.70277078085643,99.39937786227298,99.0
19,56.0,199.1,3.82,20.0,11.1,3.0,-0.050000000000000266,3.854,11.77,19.65,0.05929212051829634,3.0,True,1,Rowing segment,-0.048707482993197354,-0.05183199285075945,0.010075566750629865,False,False,0.0,100.0,100.0,94.96221662468507,100.0,99.2
20,59.0,210.2,3.73,20.0,11.1,3.0,-0.08999999999999986,3.851,11.75,19.7,0.06505553183414033,3.0,True,1,Rowing segment,-0.04789115646258508,-0.05004468275245743,0.007556675062972399,False,False,0.0,100.0,100.0,96.2216624685138,98.85947863953145,99.3
21,62.0,222.0,3.79,19.5,11.8,3.076923076923077,0.06000000000000005,3.839,11.66,19.7,0.06402256546632236,3.0,True,1,Rowing segment,-0.044625850340136095,-0.042001787310098196,0.007556675062972399,False,False,0.0,100.0,100.0,96.2216624685138,99.67149934105643,99.4
22,65.0,233.2,3.84,20.0,11.2,3.0,0.04999999999999982,3.8249999999999993,11.6,19.7,0.0408928138212925,3.0,True,1,Rowing segment,-0.0408163265306121,-0.036639857015191984,0.007556675062972399,False,False,0.0,100.0,100.0,96.2216624685138,100.0,99.4
23,68.0,244.1,3.77,19.5,10.9,3.076923076923077,-0.06999999999999984,3.819,11.55,19.65,0.044334586448462894,3.0,True,1,Rowing segment,-0.039183673469387795,-0.03217158176943694,0.010075566750629865,False,False,0.0,100.0,100.0,94.96221662468507,100.0,99.2
24,71.0,255.5,3.75,20.5,11.4,2.926829268292683,-0.020000000000000018,3.808,11.52,19.75,0.04661902329879956,3.0,True,1,Rowing segment,-0.036190476190476197,-0.029490616621983757,0.0050377833753149324,False,False,0.0,100.0,100.0,97.48110831234254,100.0,99.6
25,74.1,266.3,3.68,20.5,10.8,2.926829268292683,-0.06999999999999984,3.79,11.42,19.8,0.057735026918968514,3.0999999999999943,True,1,Rowing segment,-0.03129251700680278,-0.020554066130473513,0.0025188916876574662,False,False,0.0,100.0,100.0,98.74055415617127,100.0,99.8
26,77.0,277.6,3.65,20.5,11.3,2.926829268292683,-0.03000000000000025,3.7729999999999997,11.41,19.85,0.07134423592695271,2.9000000000000057,True,1,Rowing segment,-0.02666666666666663,-0.019660411081322507,0.0,False,False,0.0,100.0,100.0,100.0,93.91589279954354,99.1
27,80.0,289.3,3.8,20.0,11.6,3.0,0.1499999999999999,3.7700000000000005,11.309999999999999,19.95,0.06928203230276006,3.0,True,1,Rowing segment,-0.025850340136054598,-0.010723860589812102,0.005037783375314754,False,False,0.0,100.0,100.0,97.48110831234263,95.53700272700577,99.0
28,83.0,300.4,3.84,20.0,11.2,3.0,0.040000000000000036,3.7670000000000003,11.239999999999998,20.05,0.06498717822258494,3.0,True,1,Rowing segment,-0.025034013605442322,-0.004468275245754884,0.010075566750629686,False,False,0.0,100.0,100.0,94.96221662468515,98.91321180000618,99.1
29,86.0,311.6,3.81,19.5,11.2,3.076923076923077,-0.029999999999999805,3.7660000000000005,11.25,20.0,0.0641525958598422,3.0,True,1,Rowing segment,-0.024761904761904936,-0.005361930294906051,0.00755667506297222,False,False,0.0,100.0,100.0,96.2216624685139,99.56928171359525,99.4
30,89.0,322.5,3.8,19.5,10.9,3.076923076923077,-0.010000000000000231,3.7729999999999997,11.23,19.95,0.0636046818682103,3.0,True,1,Rowing segment,-0.02666666666666663,-0.0035746201966040344,0.005037783375314754,False,False,0.0,100.0,100.0,97.48110831234263,100.0,99.6
31,92.1,334.4,3.71,19.5,11.9,3.076923076923077,-0.08999999999999986,3.7649999999999997,11.239999999999998,19.95,0.0662067468868092,3.0999999999999943,True,1,Rowing segment,-0.02448979591836731,-0.004468275245754884,0.005037783375314754,False,False,0.0,100.0,100.0,97.48110831234263,97.95450197833674,99.3
